,HomeTeam,AwayTeam,BbAvH,BbAvD,BbAvA,FTR,AwayTeamGoals,HomeTeamConceded,AwayTeamConceded,HomeTeamGoals,Weekday
3166,Aston Villa,Burnley,1.74,3.84,4.73,D,0.4,2.2,1.6,2.4,3.0
3167,Sheffield United,Man United,7.14,4.54,1.46,A,3.2,1.2,1.4,0.4,3.0
3168,Crystal Palace,Liverpool,6.2,4.45,1.52,A,1.4,1.4,2.4,1.4,5.0
3169,Southampton,Man City,6.48,4.63,1.48,A,0.6,0.6,0.8,2.2,5.0
3170,Everton,Arsenal,2.42,3.44,2.93,H,0.4,1.6,1.2,1.6,5.0
3171,Newcastle,Fulham,2.58,3.25,2.87,D,0.6,1.8,1.2,1.6,5.0
3172,Brighton,Sheffield United,1.69,3.72,5.43,D,0.6,1.4,2.4,1.0,6.0
3173,Tottenham,Leicester,2.08,3.48,3.62,A,2.4,1.0,1.4,2.0,6.0
3174,Man United,Leeds,1.71,4.23,4.49,H,1.4,1.4,1.4,0.4,6.0
3175,West Brom,Aston Villa,3.69,3.7,1.99,A,1.8,1.8,0.4,1.0,6.0
3176,Burnley,Wolves,3.61,3.13,2.23,H,0.6,1.2,2.0,0.4,0.0
3177,Chelsea,West Ham,1.49,4.63,6.29,H,2.0,1.0,1.2,2.8,0.0
3178,Leicester,Man United,3.01,3.55,2.32,D,3.2,1.0,1.4,1.0,5.0
3179,Aston Villa,Crystal Palace,1.94,3.75,3.8,H,1.6,2.2,1.2,2.2,5.0
3180,Fulham,Southampton,3.19,3.32,2.32,D,2.2,1.2,1.8,1.2,5.0
3181,Arsenal,Chelsea,4.06,3.59,1.93,H,1.2,1.6,0.6,0.4,5.0
3182,Man City,Newcastle,1.12,9.31,23.28,H,1.2,0.4,1.8,2.0,5.0
3183,Sheffield United,Everton,4.2,3.59,1.9,A,1.4,1.6,1.4,0.8,5.0
3184,Leeds,Burnley,1.75,3.98,4.5,H,0.2,1.8,1.0,1.4,6.0
3185,West Ham,Brighton,2.37,3.32,3.11,D,0.8,1.2,1.4,1.2,6.0
3186,Liverpool,West Brom,1.13,9.05,20.61,D,0.6,0.6,1.4,2.6,6.0
3187,Wolves,Tottenham,3.62,3.28,2.16,D,0.8,0.8,0.6,1.2,6.0
3188,Crystal Palace,Leicester,3.81,3.52,2.01,D,1.8,2.4,1.0,1.2,0.0
3189,Chelsea,Aston Villa,1.69,4.18,4.72,D,1.8,1.0,0.4,2.6,0.0
3190,Brighton,Arsenal,3.22,3.38,2.29,A,0.4,1.0,1.0,0.8,1.0
3191,Burnley,Sheffield United,2.41,3.15,3.22,H,0.6,1.2,2.2,0.8,1.0
3192,Southampton,West Ham,2.19,3.48,3.33,D,1.4,0.8,1.8,1.8,1.0
3193,West Brom,Leeds,3.59,3.67,2.03,A,1.6,1.8,2.6,0.4,1.0
3194,Man United,Wolves,1.55,4.21,6.1,H,0.8,0.6,1.6,1.4,1.0
3195,Newcastle,Liverpool,9.81,5.93,1.29,D,2.4,1.8,1.0,1.2,2.0
3196,Everton,West Ham,2.15,3.44,3.5,A,0.8,1.4,1.2,1.2,4.0
3197,Man United,Aston Villa,1.74,4.14,4.42,H,1.8,0.6,0.6,1.6,4.0
3198,Tottenham,Leeds,1.8,4.05,4.15,H,2.0,1.2,2.6,1.8,0.0
3199,Crystal Palace,Sheffield United,2.01,3.4,3.93,H,0.4,2.4,2.0,1.2,0.0
3200,Brighton,Wolves,2.66,3.15,2.85,D,0.6,1.0,1.8,0.6,0.0
3201,West Brom,Arsenal,5.78,4.01,1.61,A,0.6,2.8,0.8,0.4,0.0
3202,Newcastle,Leicester,5.19,3.97,1.67,A,1.8,1.0,1.2,1.0,0.0
3203,Chelsea,Man City,3.01,3.66,2.24,A,0.6,0.6,0.6,2.2,0.0
3204,Southampton,Liverpool,4.89,4.24,1.65,H,2.0,0.8,0.6,1.4,3.0
3205,Sheffield United,Newcastle,2.49,3.11,3.13,H,1.0,1.6,2.0,0.6,2.0
3206,Burnley,Man United,7.03,4.56,1.47,A,2.8,1.0,1.6,1.0,2.0
3207,Wolves,Everton,2.5,3.12,3.1,A,1.6,0.8,1.0,1.2,2.0
3208,Man City,Brighton,1.18,7.48,15.78,H,1.0,0.4,1.6,2.2,2.0
3209,Tottenham,Fulham,1.4,4.91,7.98,D,0.8,0.6,1.2,1.8,2.0
3210,Arsenal,Crystal Palace,1.55,4.1,6.37,D,1.2,1.6,1.6,1.0,3.0
3211,Wolves,West Brom,1.61,3.67,6.71,A,0.6,1.2,1.4,1.0,5.0
3212,Leeds,Brighton,2.17,3.57,3.31,A,0.8,1.6,1.4,1.6,5.0
3213,West Ham,Burnley,1.84,3.49,4.69,H,0.2,1.4,1.2,1.4,5.0
3214,Fulham,Chelsea,6.3,4.21,1.55,A,1.4,0.8,1.2,1.0,5.0
3215,Leicester,Southampton,1.8,3.72,4.58,H,1.6,1.2,1.2,1.4,5.0
3216,Sheffield United,Tottenham,5.96,3.73,1.65,A,0.8,1.4,0.8,0.8,6.0
3217,Liverpool,Man United,1.97,3.84,3.65,D,2.4,0.6,1.4,2.4,6.0
3218,Man City,Crystal Palace,1.17,7.67,17.03,H,1.2,0.2,1.2,2.2,6.0
3219,Arsenal,Newcastle,1.44,4.61,7.54,H,0.8,1.0,2.0,1.0,0.0
3220,West Ham,West Brom,1.58,4.08,6.09,H,1.2,1.4,1.4,1.4,1.0
3221,Leicester,Chelsea,2.9,3.41,2.49,H,1.0,1.2,1.2,1.6,1.0
3222,Man City,Aston Villa,1.25,6.21,11.36,H,1.4,0.2,1.0,2.0,2.0
3223,Fulham,Man United,6.05,4.31,1.55,A,1.8,1.0,1.0,0.6,2.0
3224,Liverpool,Burnley,1.2,7.05,14.89,A,0.2,0.4,1.4,2.0,3.0
3225,Aston Villa,Newcastle,1.5,4.53,6.37,H,0.8,1.8,2.2,1.4,5.0
3226,Crystal Palace,West Ham,3.16,3.27,2.39,A,0.8,2.2,0.8,0.8,1.0
3227,Newcastle,Leeds,3.83,3.83,1.93,A,1.8,1.2,2.4,0.8,1.0
3228,Southampton,Arsenal,3.49,3.6,2.09,A,1.2,0.8,0.8,1.2,1.0
3229,West Brom,Man City,15.44,7.06,1.2,A,1.0,3.4,0.6,0.4,1.0
3230,Burnley,Aston Villa,3.84,3.53,2.0,H,1.2,0.6,1.0,1.0,2.0
3231,Chelsea,Wolves,1.62,4.08,5.53,D,1.2,1.0,2.2,1.6,2.0
3232,Brighton,Fulham,2.06,3.38,3.82,D,0.8,1.6,1.2,1.2,2.0
3233,Everton,Leicester,2.83,3.25,2.61,D,1.4,1.2,1.2,0.8,2.0
3234,Man United,Sheffield United,1.28,5.94,10.6,A,0.2,0.6,1.6,2.0,2.0
3235,Tottenham,Liverpool,3.22,3.54,2.22,A,1.8,0.6,0.6,1.6,3.0
3236,Everton,Newcastle,1.59,3.95,6.27,A,0.4,0.8,2.6,0.8,5.0
3237,Crystal Palace,Wolves,2.96,3.1,2.61,H,0.8,2.4,2.0,1.2,5.0
3238,Man City,Sheffield United,1.13,8.75,21.73,H,0.6,0.2,1.6,2.0,5.0
3239,West Brom,Fulham,3.33,3.19,2.32,D,0.8,4.4,1.0,0.2,5.0
3240,Arsenal,Man United,2.86,3.4,2.51,D,1.6,0.6,1.0,1.4,5.0
3241,Southampton,Aston Villa,2.86,3.59,2.41,A,1.4,0.8,1.6,1.0,5.0
3242,Chelsea,Burnley,1.34,5.15,9.64,H,0.4,1.0,0.4,1.6,6.0
3243,Leicester,Leeds,1.82,4.02,4.11,A,2.0,0.8,2.6,1.8,6.0
3244,West Ham,Liverpool,4.39,3.99,1.77,A,2.2,1.4,0.6,1.4,6.0
3245,Brighton,Tottenham,3.12,3.36,2.35,H,1.2,1.4,1.0,1.0,6.0
3246,Sheffield United,West Brom,2.05,3.3,3.99,H,1.4,1.8,1.6,1.0,1.0
3247,Wolves,Arsenal,3.63,3.29,2.17,H,1.8,1.6,1.0,1.2,1.0
3248,Man United,Southampton,1.44,4.73,7.22,H,0.8,1.0,1.0,2.0,1.0
3249,Newcastle,Crystal Palace,2.91,3.15,2.63,A,1.2,1.2,1.8,1.0,1.0
3250,Burnley,Man City,14.33,6.54,1.22,A,1.8,1.0,0.6,1.4,1.0
3251,Fulham,Leicester,4.0,3.49,1.97,A,1.6,0.8,0.8,0.4,1.0
3252,Leeds,Everton,2.47,3.63,2.75,A,1.8,1.0,0.8,1.4,1.0
3253,Aston Villa,West Ham,2.21,3.43,3.33,A,1.2,1.2,1.2,1.8,1.0
3254,Liverpool,Brighton,1.36,5.23,8.38,A,0.6,0.6,1.2,1.4,1.0
3255,Tottenham,Chelsea,3.48,3.43,2.16,A,0.6,1.2,1.6,1.4,4.0
3256,Aston Villa,Arsenal,2.74,3.47,2.56,H,2.0,1.0,1.0,1.4,2.0
3257,Burnley,Brighton,3.58,3.17,2.22,D,0.8,1.2,0.6,1.2,2.0
3258,Newcastle,Southampton,2.99,3.27,2.47,H,0.6,1.4,2.6,0.8,2.0
3259,Fulham,West Ham,3.57,3.46,2.1,D,1.4,1.0,1.2,0.2,2.0
3260,Man United,Everton,1.56,4.26,5.99,D,1.6,1.0,0.6,3.8,2.0
3261,Tottenham,West Brom,1.46,4.51,7.23,H,1.4,1.4,1.6,1.0,4.0
3262,Wolves,Leicester,3.52,3.37,2.16,D,1.6,1.6,0.6,1.6,4.0
3263,Liverpool,Man City,3.37,3.63,2.12,A,2.2,0.8,0.2,0.6,4.0
3264,Sheffield United,Chelsea,7.18,4.38,1.48,A,0.8,1.6,1.4,1.2,4.0
3265,Leeds,Crystal Palace,1.86,3.82,4.06,H,0.6,1.4,1.8,1.6,0.0
3266,Leicester,Liverpool,3.45,3.49,2.14,H,2.6,1.4,0.6,1.4,5.0
3267,Crystal Palace,Burnley,2.42,3.11,3.22,A,0.2,2.2,0.8,1.2,5.0
3268,Man City,Tottenham,1.33,5.56,8.65,H,1.2,0.0,1.2,2.0,5.0
3269,Brighton,Aston Villa,2.77,3.4,2.56,D,1.0,1.0,1.6,1.0,5.0
3270,Southampton,Wolves,2.42,3.21,3.12,A,0.8,1.0,1.4,0.4,6.0
3271,West Brom,Man United,9.19,5.52,1.33,D,1.0,3.8,0.6,0.4,6.0
3272,Arsenal,Leeds,1.89,3.77,3.98,H,2.4,0.4,2.2,1.4,6.0
3273,Everton,Fulham,1.93,3.53,4.09,A,0.8,1.0,1.2,0.8,6.0
3274,West Ham,Sheffield United,1.73,3.74,5.04,H,0.6,1.4,1.2,1.4,0.0
3275,Chelsea,Newcastle,1.24,6.36,11.97,H,0.4,0.8,1.6,1.4,0.0
3276,Burnley,Fulham,2.77,3.15,2.72,D,1.2,1.2,0.8,1.0,2.0
3277,Everton,Man City,8.56,5.33,1.35,A,3.0,1.4,0.4,0.6,2.0
3278,Wolves,Leeds,2.38,3.36,3.08,H,2.4,1.4,1.8,1.2,4.0
3279,Southampton,Chelsea,4.93,3.76,1.74,D,1.0,1.2,1.2,0.6,5.0
3280,Burnley,West Brom,2.04,3.31,3.96,D,1.2,1.4,1.8,1.0,5.0
3281,Liverpool,Everton,1.47,4.59,6.79,A,2.0,1.4,1.0,0.4,5.0
3282,Fulham,Sheffield United,2.2,3.19,3.61,H,0.4,1.0,1.6,0.2,5.0
3283,West Ham,Tottenham,2.64,3.33,2.73,H,1.0,1.2,1.6,1.8,6.0
3284,Aston Villa,Leicester,2.87,3.5,2.44,A,1.2,0.6,0.6,1.4,6.0
3285,Arsenal,Man City,6.27,4.36,1.53,A,3.4,0.6,0.6,2.0,6.0
3286,Man United,Newcastle,1.3,5.75,10.27,H,0.4,1.2,1.6,3.2,6.0
3287,Brighton,Crystal Palace,1.74,3.53,5.36,A,0.4,0.8,2.0,0.8,0.0
3288,Leeds,Southampton,2.34,3.47,3.06,H,0.6,1.0,3.0,1.8,1.0
3289,Man City,West Ham,1.23,6.55,12.55,H,1.4,0.0,0.6,2.2,5.0
3290,West Brom,Brighton,4.14,3.44,1.96,H,1.0,3.4,0.8,0.6,5.0
3291,Leeds,Aston Villa,2.23,3.63,3.12,A,0.8,0.6,1.4,1.4,5.0
3292,Newcastle,Wolves,3.51,3.12,2.28,D,1.0,1.6,1.2,1.2,5.0
3293,Crystal Palace,Fulham,3.49,3.17,2.26,D,1.2,1.4,0.8,1.2,6.0
3294,Leicester,Arsenal,2.51,3.34,2.89,A,1.8,1.2,0.8,2.0,6.0
3295,Tottenham,Burnley,1.55,4.04,6.66,H,0.8,1.0,0.8,1.4,6.0
3296,Chelsea,Man United,2.27,3.29,3.35,D,0.8,0.8,0.4,1.2,6.0
3297,Sheffield United,Liverpool,7.56,4.94,1.41,A,1.4,1.4,1.2,1.0,6.0
3298,Everton,Southampton,2.19,3.45,3.34,H,0.4,1.8,3.4,0.4,6.0
3299,Man City,Wolves,1.22,6.41,15.26,H,1.2,0.2,1.2,2.4,2.0
3300,Burnley,Leicester,3.97,3.3,2.05,D,1.4,1.2,0.6,1.0,2.0
3301,Sheffield United,Aston Villa,3.73,3.44,2.07,H,0.8,1.6,1.0,1.0,2.0
3302,Crystal Palace,Man United,7.56,4.6,1.44,D,0.6,1.2,0.4,1.0,2.0
3303,Fulham,Tottenham,3.95,3.57,1.96,A,1.0,1.0,1.6,0.4,5.0
3304,West Brom,Everton,4.43,3.67,1.84,A,2.0,2.4,1.0,0.8,5.0
3305,Liverpool,Chelsea,2.26,3.59,3.1,A,1.0,1.6,0.8,0.2,5.0
3306,Burnley,Arsenal,5.48,3.94,1.64,D,2.2,1.0,1.0,0.6,3.0
3307,Sheffield United,Southampton,3.67,3.4,2.09,A,0.4,1.6,3.6,1.0,3.0
3308,Aston Villa,Wolves,2.42,3.2,3.14,D,0.8,1.0,1.4,1.6,3.0
3309,Brighton,Leicester,2.56,3.24,2.9,A,1.2,1.0,0.6,1.0,3.0
3310,West Brom,Newcastle,2.45,3.2,3.09,D,0.6,1.8,2.0,0.8,5.0
3311,Liverpool,Fulham,1.38,4.98,8.39,A,1.0,1.8,0.6,0.2,5.0
3312,Man City,Man United,1.5,4.35,6.74,A,0.6,0.4,0.4,2.4,5.0
3313,Tottenham,Crystal Palace,1.47,4.48,7.11,H,0.8,1.0,1.6,1.6,5.0
3314,Chelsea,Everton,1.55,4.14,6.29,H,2.0,0.6,1.0,1.0,1.0
3315,West Ham,Leeds,2.09,3.59,3.46,H,1.4,1.0,2.0,1.8,1.0
3316,Man City,Southampton,1.21,6.91,14.17,H,0.8,0.8,3.2,2.0,6.0
3317,Newcastle,Aston Villa,3.8,3.33,2.09,D,0.8,1.8,0.8,1.4,4.0
3318,Leeds,Chelsea,4.57,3.9,1.76,D,1.0,0.8,0.8,1.2,5.0
3319,Crystal Palace,West Brom,2.24,3.17,3.55,H,1.0,1.2,1.6,0.6,5.0
3320,Everton,Burnley,1.88,3.49,4.42,A,0.8,1.6,1.4,0.6,5.0
3321,Fulham,Man City,9.63,4.98,1.35,A,3.0,1.0,0.4,0.4,5.0
3322,Southampton,Brighton,2.98,3.07,2.6,A,0.6,1.4,0.6,0.8,6.0
3323,Leicester,Sheffield United,1.54,4.12,6.6,H,0.4,1.4,1.6,1.8,6.0
3324,Arsenal,Tottenham,2.56,3.34,2.82,H,1.0,0.6,1.4,1.4,6.0
3325,Man United,West Ham,1.86,3.57,4.42,H,1.6,1.4,1.0,3.6,6.0
3326,Wolves,Liverpool,4.81,3.74,1.76,A,1.8,1.2,1.2,1.2,0.0
3327,Fulham,Leeds,2.43,3.35,3.0,A,1.4,1.2,1.8,0.2,4.0
3328,Brighton,Newcastle,1.66,3.54,6.24,H,0.6,0.8,1.4,0.6,5.0
3329,West Ham,Arsenal,2.83,3.43,2.5,D,1.6,1.0,1.2,2.0,6.0
3330,Aston Villa,Tottenham,2.97,3.38,2.42,A,0.6,1.0,1.6,1.0,6.0
3331,Chelsea,West Brom,1.22,6.33,14.99,A,0.4,0.0,1.4,1.2,3.0
3332,Leeds,Sheffield United,1.52,4.4,6.36,H,0.4,0.6,2.2,1.2,3.0
3333,Leicester,Man City,6.16,4.07,1.57,A,2.6,1.4,0.4,2.4,3.0
3334,Arsenal,Liverpool,3.13,3.56,2.26,A,2.0,0.8,1.0,1.8,3.0
3335,Southampton,Burnley,2.1,3.29,3.78,H,1.2,1.8,1.4,0.8,6.0
3336,Newcastle,Tottenham,5.56,4.03,1.62,D,1.0,1.6,1.4,1.4,6.0
3337,Aston Villa,Fulham,2.28,3.29,3.32,H,1.2,1.4,0.6,0.6,6.0
3338,Man United,Brighton,1.64,3.97,5.39,H,1.0,1.2,0.6,3.4,6.0
3339,Everton,Crystal Palace,1.8,3.46,4.91,D,1.0,1.8,2.4,0.6,1.0
3340,Wolves,West Ham,2.95,3.13,2.58,A,1.4,1.0,1.2,1.0,1.0
3341,Fulham,Wolves,2.57,3.01,3.14,A,0.8,1.2,1.4,0.4,5.0
3342,Man City,Leeds,1.3,5.92,9.56,A,1.4,1.2,1.8,2.8,0.0
3343,Liverpool,Aston Villa,1.52,4.51,6.22,H,0.6,1.8,0.4,0.2,0.0
3344,Crystal Palace,Chelsea,6.95,3.98,1.54,A,1.0,0.6,0.4,0.4,0.0
3345,Burnley,Newcastle,2.34,3.12,3.39,A,0.6,0.8,1.6,0.8,3.0
3346,West Ham,Leicester,3.01,3.38,2.41,H,1.4,1.4,0.6,2.2,3.0
3347,Tottenham,Man United,2.87,3.44,2.49,A,0.6,1.0,0.2,2.2,3.0
3348,Sheffield United,Arsenal,6.15,3.97,1.59,A,1.6,1.4,1.6,0.8,3.0
3349,West Brom,Southampton,3.55,3.28,2.19,H,1.2,0.8,2.4,0.8,5.0
3350,Brighton,Everton,2.3,3.26,3.31,D,1.6,0.8,1.2,1.2,5.0
3351,Everton,Tottenham,3.42,3.47,2.17,D,1.4,1.6,1.2,0.8,4.0
3352,Newcastle,West Ham,3.65,3.45,2.08,H,1.4,1.6,1.2,1.6,5.0
3353,Wolves,Sheffield United,1.69,3.55,5.81,H,0.2,1.0,2.4,1.0,5.0
3354,Arsenal,Fulham,1.75,3.72,4.91,D,1.0,1.4,0.8,1.2,6.0
3355,Man United,Burnley,1.36,5.05,9.25,H,1.4,1.0,2.0,3.6,6.0
3356,Leeds,Liverpool,4.7,4.26,1.68,D,2.0,0.4,0.8,1.4,0.0
3357,Chelsea,Brighton,1.61,3.85,6.26,D,1.0,1.0,1.0,1.6,1.0
3358,Tottenham,Southampton,1.8,3.79,4.42,H,0.8,1.0,2.4,2.2,2.0
3359,Aston Villa,Man City,8.68,4.88,1.38,A,2.6,1.0,0.4,1.0,2.0
3360,Leicester,West Brom,1.59,4.08,5.94,H,1.2,1.8,1.4,2.0,3.0
3361,Arsenal,Everton,2.06,3.46,3.77,A,1.2,1.6,1.0,1.4,4.0
3362,Liverpool,Newcastle,1.24,6.38,12.06,D,0.6,1.8,1.8,0.6,5.0
3363,West Ham,Chelsea,4.74,3.75,1.77,A,1.6,1.2,0.6,2.6,5.0
3364,Sheffield United,Brighton,5.33,3.56,1.74,H,0.8,1.8,1.0,0.4,5.0
3365,Wolves,Burnley,2.07,3.31,3.88,A,1.6,0.8,2.2,0.8,6.0
3366,Leeds,Man United,4.05,4.05,1.82,D,1.2,0.6,0.4,1.2,6.0
3367,Aston Villa,West Brom,1.88,3.67,4.19,D,1.0,1.4,1.6,1.0,6.0
3368,Leicester,Crystal Palace,1.47,4.26,7.71,H,1.2,1.2,1.8,2.4,0.0
3369,Southampton,Leicester,3.82,3.81,1.94,D,1.4,1.6,1.2,1.2,4.0
3370,Crystal Palace,Man City,10.1,5.14,1.34,A,2.2,1.4,0.4,0.4,1.0
3371,Brighton,Leeds,2.16,3.45,3.43,H,1.2,0.8,1.8,1.0,1.0
3372,Chelsea,Fulham,1.48,4.27,7.59,H,0.8,1.0,1.0,1.2,1.0
3373,Everton,Aston Villa,2.02,3.62,3.69,A,0.6,1.6,0.8,1.2,1.0
3374,Newcastle,Arsenal,3.64,3.57,2.05,A,2.0,1.6,1.2,2.0,4.0
3375,Tottenham,Sheffield United,1.29,5.73,11.16,H,0.2,1.0,2.4,2.6,4.0
3376,West Brom,Wolves,2.91,3.19,2.58,D,1.0,0.4,1.2,1.0,4.0
3377,Burnley,West Ham,3.17,3.49,2.26,A,1.2,1.0,1.6,0.8,4.0
3378,Leicester,Newcastle,1.42,4.8,7.83,A,0.8,1.2,1.6,2.2,0.0
3379,Leeds,Tottenham,3.46,3.8,2.04,H,1.6,0.6,1.2,0.6,3.0
3380,Sheffield United,Crystal Palace,2.97,3.25,2.52,A,1.0,1.4,2.0,0.4,3.0
3381,Man City,Chelsea,1.94,3.45,4.26,A,1.4,1.6,0.4,2.4,3.0
3382,Liverpool,Southampton,1.29,5.97,10.14,H,1.0,1.2,2.2,0.6,3.0
3383,Wolves,Brighton,3.35,3.3,2.27,H,0.6,1.6,1.0,0.8,6.0
3384,Aston Villa,Man United,4.38,3.81,1.82,A,1.0,1.4,0.2,1.2,6.0
3385,West Ham,Everton,2.27,3.44,3.22,A,0.8,1.4,0.4,2.0,6.0
3386,Arsenal,West Brom,1.47,4.53,7.01,H,1.4,1.4,1.6,0.6,6.0
3387,Fulham,Burnley,2.21,3.41,3.35,A,1.8,1.4,2.2,0.4,1.0
3388,Man United,Leicester,2.54,3.37,2.88,A,1.6,1.2,1.4,2.4,4.0
3389,Southampton,Crystal Palace,2.1,3.56,3.56,H,1.4,1.6,1.6,1.4,4.0
3390,Chelsea,Arsenal,1.73,3.8,5.04,A,2.4,1.0,1.0,1.2,6.0
3391,Aston Villa,Everton,2.72,3.44,2.61,D,0.6,2.0,0.4,1.4,3.0
3392,Man United,Liverpool,3.15,3.76,2.18,A,1.6,1.0,0.8,2.0,3.0
3393,Newcastle,Man City,10.52,5.8,1.3,A,2.0,1.6,0.2,1.4,4.0
3394,Burnley,Leeds,3.14,3.64,2.23,A,0.8,1.2,1.4,0.8,5.0
3395,Southampton,Fulham,2.02,3.58,3.73,H,0.6,1.4,1.2,1.8,5.0
3396,Brighton,West Ham,2.98,3.49,2.39,D,1.6,0.8,1.8,1.4,5.0
3397,Crystal Palace,Aston Villa,3.05,3.5,2.33,H,1.0,1.2,1.0,0.4,6.0
3398,Tottenham,Wolves,1.54,4.28,6.27,H,0.8,1.0,1.2,3.0,6.0
3399,West Brom,Liverpool,12.37,6.75,1.23,A,2.2,0.4,0.6,1.0,6.0
3400,Everton,Sheffield United,1.4,4.73,8.34,A,0.2,1.4,2.6,1.2,6.0
3401,Man United,Fulham,1.32,5.71,9.38,D,0.8,1.6,1.8,1.8,1.0
3402,Southampton,Leeds,2.6,3.81,2.54,A,1.6,1.4,1.2,2.2,1.0
3403,Brighton,Man City,6.93,4.49,1.49,H,2.6,0.6,0.8,1.4,1.0
3404,Chelsea,Leicester,1.72,3.71,5.37,H,1.6,1.2,1.4,1.2,1.0
3405,Everton,Wolves,1.89,3.61,4.25,H,0.6,1.6,1.4,1.0,2.0
3406,Newcastle,Sheffield United,1.75,3.83,4.75,H,0.4,2.2,2.4,1.8,2.0
3407,Tottenham,Aston Villa,1.53,4.65,5.85,A,1.2,1.0,1.6,2.6,2.0
3408,Crystal Palace,Arsenal,6.14,4.41,1.53,A,2.0,1.6,0.8,1.0,2.0
3409,Burnley,Liverpool,10.82,6.67,1.25,A,2.2,2.0,0.8,0.8,2.0
3410,West Brom,West Ham,5.26,4.25,1.62,A,1.6,0.8,1.6,1.0,2.0
3411,Arsenal,Brighton,1.62,4.29,5.23,H,0.8,1.4,1.2,1.2,6.0
3412,Aston Villa,Chelsea,6.62,4.56,1.49,H,1.6,1.6,0.4,1.4,6.0
3413,Fulham,Newcastle,2.09,3.81,3.32,A,1.4,1.8,1.4,0.2,6.0
3414,Leeds,West Brom,1.44,5.18,6.51,H,1.6,0.6,2.2,1.2,6.0
3415,Leicester,Tottenham,2.04,4.02,3.33,A,1.6,1.4,1.8,2.4,6.0
3416,Liverpool,Crystal Palace,1.16,8.28,17.35,H,1.2,0.8,2.0,1.0,6.0
3417,Man City,Everton,1.44,4.94,6.83,H,0.4,1.8,0.4,2.2,6.0
3418,Sheffield United,Burnley,2.84,3.63,2.41,H,2.2,1.4,1.4,0.4,6.0
3419,West Ham,Southampton,1.72,4.0,4.76,H,1.0,1.4,2.4,1.6,6.0
3420,Wolves,Man United,2.53,3.63,2.69,A,1.6,1.8,0.4,1.0,6.0
3421,Brentford,Arsenal,4.02,3.43,2.02,H,2.4,1.0,0.8,1.0,4.0
3422,Man United,Leeds,1.55,4.48,5.87,H,2.0,1.8,0.8,1.8,5.0
3423,Burnley,Brighton,3.19,3.09,2.49,A,0.4,2.4,1.4,0.6,5.0
3424,Chelsea,Crystal Palace,1.26,5.92,12.8,H,1.0,1.4,1.6,1.2,5.0
3425,Everton,Southampton,1.97,3.53,4.04,H,0.6,1.2,3.0,1.0,5.0
3426,Leicester,Wolves,1.71,3.75,5.32,H,0.4,2.2,0.8,1.8,5.0
3427,Watford,Aston Villa,3.14,3.26,2.41,H,1.6,2.0,1.6,1.2,5.0
3428,Norwich,Liverpool,8.78,5.71,1.33,A,2.6,2.2,0.8,0.0,5.0
3429,Newcastle,West Ham,3.2,3.51,2.26,A,2.2,2.0,1.6,1.8,6.0
3430,Tottenham,Man City,5.49,4.1,1.64,H,2.4,1.2,1.4,2.0,6.0
3431,Liverpool,Burnley,1.21,6.97,14.41,H,1.8,0.6,1.4,1.4,5.0
3432,Aston Villa,Newcastle,1.82,3.92,4.25,H,1.8,1.6,1.4,1.2,5.0
3433,Crystal Palace,Brentford,2.61,3.18,2.9,D,2.2,2.2,1.6,1.2,5.0
3434,Leeds,Everton,2.37,3.47,3.03,D,0.4,0.8,1.0,1.8,5.0
3435,Man City,Norwich,1.11,10.58,25.64,H,0.2,1.6,2.6,2.4,5.0
3436,Brighton,Watford,1.74,3.52,5.53,H,0.6,0.6,2.2,1.8,5.0
3437,Southampton,Man United,5.36,4.26,1.61,D,2.0,1.4,0.6,2.0,6.0
3438,Wolves,Tottenham,3.2,3.15,2.43,A,2.2,2.0,1.8,1.2,6.0
3439,Arsenal,Chelsea,4.76,3.74,1.78,A,1.6,1.2,0.8,1.2,6.0
3440,West Ham,Leicester,2.58,3.44,2.75,H,1.6,1.4,1.6,1.8,0.0
3441,Man City,Arsenal,1.26,6.16,11.99,H,1.8,1.2,0.6,3.4,5.0
3442,Aston Villa,Brentford,2.0,3.57,3.84,D,2.0,1.2,1.2,1.4,5.0
3443,Brighton,Everton,2.35,3.25,3.27,A,0.8,0.6,1.4,1.6,5.0
3444,Newcastle,Southampton,2.52,3.47,2.82,D,0.4,2.4,2.6,1.8,5.0
3445,Norwich,Leicester,4.34,3.55,1.9,A,1.4,2.2,2.2,0.0,5.0
3446,West Ham,Crystal Palace,1.58,4.02,6.29,D,0.8,1.0,2.0,2.0,5.0
3447,Liverpool,Chelsea,2.5,3.33,2.95,D,2.0,0.4,0.8,1.8,5.0
3448,Burnley,Leeds,3.07,3.51,2.33,D,1.8,2.6,1.6,0.6,6.0
3449,Tottenham,Watford,1.44,4.48,8.42,H,0.6,0.6,2.4,2.0,6.0
3450,Wolves,Man United,4.91,3.48,1.82,A,1.8,1.6,0.8,0.8,6.0
3451,Crystal Palace,Tottenham,4.25,3.44,1.95,H,2.0,2.2,1.8,1.0,1.0
3452,Arsenal,Norwich,1.52,4.48,6.4,H,0.2,1.0,3.4,1.2,1.0
3453,Brentford,Brighton,2.86,3.14,2.69,A,0.6,0.8,1.2,1.2,1.0
3454,Leicester,Man City,5.7,4.22,1.6,A,2.0,1.8,1.6,2.0,1.0
3455,Man United,Newcastle,1.2,7.27,14.77,H,1.8,1.8,1.2,2.4,1.0
